,song,year,album,genre,artist,lyric
60,Missing Watch,2003,The Lex Diamond Story (2003),,Raekwon,"(Intro: Raekwon (Polite))
Oh shit! Fuck is my watch at?
Shit... what the fuck?
Nah man, nah man, hell nah
These bitches is frontin
The fuck the shit go?
Them drug gangstas.
Yo son, you got my shit?
(Nah, son, I ain't got ya shit)
Son you ain't got my shit?
(Nah, nigga, I ain't got ya shit)
Yo, son, my shit is gone
(Pah listen, I ain't got ya shit
Lex you sure you ain't leave it in the..)
(Raekwon)
I started buggin out, fell in the zone, half the bone lit
Passed off, rubbin on my ski hat - oh shit!
My blunt fell, my watch, you seen it?
Gleamin little young fella, he just had the stupidest look, weeded
Yo, I'm tired and stressed, hungry and I'm vexed
And I'm flippin cause these niggaz wanna play me for test
Shit fell off ya hand Lord? Stop it, I'm eyein niggaz in they faces
After that I'm goin' at niggaz pockets
The watch, faggot yeah, y'all niggaz got my shit
""Yo Lex we family, I helped you cop yo' shit""
Then help me find my shit!
Eye-ballin every fake Frankie Lymon in the joint
Break out, find my shit!
Yeah, yo now I got robbed, I smell it
Mad bitches walkin' by the fella tryin' to crochet, bitch spell it!
Listen trick, be out, bounce
Blew an ounce off of weed in the bitch face, she pulled out two white owls
""Everybody back the fuck up, move!
Chef, you actin' like a loose cannon, Pah, with you and your dudes""
If my shit come up, cool
Matter of fact, clack-clack-clack-clack, niggas pulled out tools
(Chorus: Polite)
Yo yo yo yo turn the fuckin' lights off
Pass the illumin' Lord, tell the DJ turn the fuckin' music off
We got announcements, we want y'all to listen clear
We just lose about mansion in here
And yo eh yo if we don't get it back it's gon' be a problem
Then my niggas gon' react and that'll be a problem
Eighty-five thou' gone we got a fuckin' problem
Ain't nobody leavin' alive until we find 'em
(Ghostface Killah)
Excuse me, Miss, no I ain't havin' it
I smacked him with the four pound, bitch hit the ground
Then I stepped off, dropped out the shit
Equipped with the dipped courdouroy Bailey's with the cream stitch
Powerhouse biscuits that blow roofs off
Rae watch is missin', you take ya boots off
And take off those chaaaaaiiiiiiinnnns
The fat fuck thought I was playin' so I started sprayin
Chicks hit the floor, bottles broke
The owner slid through beefin', duke threw the toast to his throat
We brought the noise like we here to promote
My man don't get his shit in four or five minutes yo we're leavin' with the
Vote
A gangsta's lotto, thirteen bodies and still climbin
Big shotties, bodied when they sniff body
We did our thing too we got to the Envy lobby
Our last four or five shots we see nobody
(Polite)
Eh yo shit got real that night
Power grabbed him, 'Vine smacked him dead in his head
(Oh shit, nigga he got a magnum!)
Yo we all holdin', rollin'
Grab a nigga, search him if he front, fuck it, blow him!
Watchin' niggas foldin
The bartender got a shotgun in his hand
Let off, the wheelchair nigga got him and ran
Surround the Don, full body armor automatically on
The faggots passed off the watch and gone
(Yo y'all niggas ain't searchin' shit!)
Yo where the big mouth at? Niggas step up
Matter of fact nigga, lie the fuck up
Nigga tried to swing on G's but he a gentleman
Son, he dropped the dead arm but failed to see it
Two shot G's pealed his meat {*starts to fade out*}
Let's see, niggas tried to front like my niggas is weak
Corey pulled the truck up, C-4ed this bitch, blew it the fuck up!
Niggas'll use and niggas'll die in this mothafucka! {*explosion*}"
61,Molasses,2011,Shaolin Vs. Wu-Tang (2011),,Raekwon,"(Intro: Raekwon)
Yo, legend, what's good, legend, what's going on?
(Yo, we gotta do the intro over and all that, right?) Ice H2O
(Ight, keep all that, keep all that) Keep our palace, nigga
Yeah, word up, yeah, yeah, yeah, turn me up, son
Yo, Ross, what up, my nigga? (Murderous shit) Aiyo, aiyo
(Verse 1: Raekwon)
Word to the gold panamaras, and to the wood grain in my labo
I go the extra mile, my flow scaffolds
Crew cuts, the older niggas, the same rumors, just the same goons
When niggas catch visions of killing capos
Palestinian armor, golden rocket launcher, my aunt
She copped it from me, bought it in Rwanda
See demons scheming, niggas get live in the Beacon
I'm 'shaw' to 'shank' shit up like Morgan Freeman
Pussy getting rapper, rich nigga, one-on-one rents niggas
And incidents, my fingerprints been tore up
We sell love slinging like Siemens, the snortable Beemers
They love calling niggas names out, you screaming
Feds try to tap us and plus clap us, niggas'll grab Bust'
Throw you in the rassle, yo, clap ups
Catch me at the Stephen King mansion, with four of my Branson niggas
With me, me and Britney, a dancer
Know your shit authentic by the way your hat fit on you, with it
I'm like the Blair Witch nigga in the rented
Curtains in the five-seven, chunky and short
Bagging dope up in the backseat, your packages walk
Holding my girl wedding ring, she Medellin
Name is Coretta King, live in Alpharetta and she never leave me
Flow freely this is all graffiti, the cloth I'm cut from
Is straight from a rich nigga genie
(Chorus x2: Raekwon)
Yo, Scarface gangstas, criminal niggas up in the trenches
Army coats on, playing the benches
Getting paper, sly, that's the motto, intelligent goons
Inside a hundred thousand dollar whip, follow
(Verse 2: Rick Ross)
The fucking Juan Don, yeah, Su Wu-Tang
Still gritty, leave the pretty to the females
The watch mother pearl weather seashells
Pick of the litter, have this nigga picking paper up
Twitter thug, I'm the townline strangler
Get 'em up, banging dangerous as angel dust
Cuban Linx smoking stink in the Brink's trunk
I run with killas who snort powder, extort cowards
Ankle monitors under garments, so fuck showers
I give a fuck what you talking 'bout
Mob meetings, we them only niggas walking out
Sparking purple once a nigga done spaghetti slurping
Fly away in my new, Scabetti, surfing
(Chorus x2: Raekwon)
Yo, Scarface gangstas, criminal niggas up in the trenches
Army coats on, playing the benches
Getting paper, sly, that's the motto, intelligent goons
Inside a hundred thousand dollar whip, follow
(Verse 3: Ghostface Killah)
Yo, we in the back roasting marshmallows, bottles of Cru'
The dialogue is the big chain niggas is rude
Law library scholars, potatoes over the thirty eights
With bald-heads, all live wires
Eleven homes, six trust funds, came home from doing a dime
We just left Un's, straight up
And we standing over the stoves, in denim Gibaud's
Bought a Dairy Queen in Queens right next to Lowe's
IMAX Theaters, Astoria Waldorf
Philip Drummer suite, pretty young thing sucking my balls off
Bubble baths, hash, zooted up, eyes closed
Silk drawers, fronting in my key lime pie Wall-o's
And I still got a half a key indeed, Frank Lucas shit
Hidden in coffins, flying over seas
And if you ever try to ruin my night
I'm a make sure my best pawn put like three in your kite
Shot caller, laying in big laws
Rock of Gibraltar, my pinky joint, killer like Orca
Daytime hawk, a nasty street author
Me, Rae and Rick, Uzi'd out in the Porsche's
Case we gotta Warner bro, like Malcolm-Jamal
I'm a Falcon, Seven Mike Vick with the ball
'Cause I can hut-one, hut-two, disrespect, I hunt you down
Ain't a muthafuckin' crew we can't run through
(Chorus x2: Raekwon)
Yo, Scarface gangstas, criminal niggas up in the trenches
Army coats on, playing the benches
Getting paper, sly, that's the motto, intelligent goons
Inside a hundred thousand dollar whip, follow
Army shit, nigga
Camouflage, guerrilla shit, nigga
You know what it is, man
Yo, Lex, talk, yeah
Where ya man at? Let's go
Stay together, my nigga"
62,Musketeers of Pig Alley,2003,The Lex Diamond Story (2003),,Raekwon,"(Raekwon)
Crack that pineapple open
Vision of break faces, gettin' money lay in the boats
Got big rifles, play the hood, ride Benz cycles
Y'all mens are psycho, Killah Hill 'ciples
More fly generics, money make moves, forget it
We got this locked since nineteen-seven
So many rods and weapons, ain't no more reppin's
Take the shit back, faggot, we hate that
Meet the real, we lock the real, me/him lock the steel
Pop off, pull out, drop them bills
I run with all real killas, all for realers
Nikes on, awesome gorillas
Want more then kill 'em, front war, reveal 'em
I want him stretched out, listen, he lost the buildin'
All fly gangstas, more bankers, hundred wit' us
We ex-dust niggas, don't even touch my drink
Fuck around, get shanked, stabbed, shot and broke
Ya' yolked and he blast-es through you in the faint
All my niggas get paint, yo what's my name?
Lexus Diamond, Ice Water Inc
(Interlude: Masta Killa)
Huh... (uh-uh-uh-uh)
Uh! Yeah!
Once again in the motherfuckin' place
Fix yo' motherfuckin' face, nigga
Yeah... you know how we gets down
Me and this mixo, we so... we so tight
Lex Diamond sound, and uh.
I bees the High Chief, Jamel Arief
Straight from East Medina
And uh... yo... yeah!
Yeah... huh!
(Masta Killa)
They started jammin' in the park, just after dark
Two turntables and their DJ scratchin'
Words seemed to have an attraction when they rhymin'
Hip-hop caused the guns to start sparkin'
Temperature risin'
Drape a nigga up with the ratchet, less talkin'
Caught him on the 'nard, bomb like a G. hard
Explosion rocks the Promenade, I'm God
And he show and provin', 'knowledge how he movin'
Smift as the wisdom, move from my gate in a drunken state
I wrote this degree, adjust ya eyes in the light so you could see
Never fall victim, dictate the fate
Leave the bake for the snake
If he take than I take his head without question
In the one to fourteen check the Justice lesson
Now uh!
(Interlude: Inspectah Deck)
Uh! It's the pineapple Daquiri fuckin' up ya mindstate
Ya heard? (Yeah) Spread the motherfuckin' word
Yo!
(Inspectah Deck)
I'm from where it's real, niggas peal ya' orange
We want enough bricks that we could build apartments
I. General in the field of marksmen
The Bad Boys wit' me ain't Will or Martin
Feel what I'm droppin', I spit the ill doctrine
Spot him deep in the Killah Hill poppin'
Two feet dug in the dirt, up to the skirt
Spectator on the sideline lovin' the work
And my team ain't ya' average, CREAM we handle it
Fiends seekin' packages, beams and banana clips
Festo! If you wit' me, let's go!
The nymphos love me, X-O, X-O
Boy listen hard, think twice before you get involved
We hold the weight like cons in the prison yard
They call the riot squad, we live and in charge
Y'all non-believers get reminded with scars
It's the pineapple, Rebel I. natural
Fine wine hundred proof, spittin' mine at you
(CHUH-PUGH! Nigga!)"
63,My Favorite Dred,1999,Immobilarity (1999),,Raekwon,"(Song starts with conversation)
Yo
Come here you oven head
Yo what's the word
Dred upstairs
Passing all packs escorted from Kinetta ear
Yo the nigga's name unknown
Kingston, had it sown
Never rocked the combs
His wig was big
Rob robs on the side, little lucky charm
Dred with jars, flooded graveyard
Brown clarks on
Playin' feds in the shark bar (la la you ? ? star)
With another dred named Gov
Both diamond jimmed out
Rockin' rentals, spittin' phlegm out
Sucked his teeth, two fingers pointin down
What up bonna, passing marijuana to Tanya
CEO of Benny-Hanna, He fucked, sent her to Ghana
He's Benz nigga, rocked shorts, beige Tims nigga he real
Took us to Switzerland, dressed us all ill
Smoking ganja, rocked Anacondas, on next border Elantra
Sent it to his mama
Now that's a major move, the nigga love family
Wouldn't hand me no drugs, showed me his jammi
Bulldog Stanley
Flexin on kinal, sit down, do it Chinese style
On graduation day he threw me a towel
He came through, heavy like fuck, suit flammable
Ill pair of gators he copped in Beirut
Had his man wit him, just stare, don't stand wit him
If assassination strike, he gotta make plans wit him
Roll a joint, keep him on point ?Don Troing poing coin?
Freaked it, members like that I wanna join
The next day I heard he got knocked, fucked me all up
We felt it on the block, let the seeds rock
Peep what the nigga got rocked for
Smuggling dust in Rushmore, four more he went to war for
Moral of the storo, conspiracy smacked mortals
I'm outta here showin love like Zorro"
64,Nautilus,2015,Fly International Luxurious Art (2015),,Raekwon,"Murder you (Check your 30)
Murder you (Check your 30)
Murder you (Check your 30)
Bring the head, leave the body
So much bread in a nigga's shoebox
I might dead you and sleep in new lots
I drop a bag on one of you crab-ass nigga's so fast
I send two boxes out
Yeah, bring the head, leave the body
Leave his trainers in a nigga lobby
Take the fake chains off, send it to his colleagues
Laugh in his shit, pissin up crystal molly's
I rep drug dealers, hug killers
I ran with most of them
Half is in the ocean, nigga
So much gear, go get Oprah, nigga
So what my bitch a Oprah nigga, yo
Yeah, what color ice is all green, karma
Magazines stacked, black bomber
Been all through the world gettin' homage
Diss mines'? We gon' have a big problem
Murder you (Check your 30)
Murder you (Check your 30)
Murder you (Check your 30)
Bring the head, leave the body
If you wanna hit me, you couldn't
Bullet range, door wooden
Hop out, y'all nigga's is pudding
Why try to leave, the federation
This is all legislation
Will kill you right in front of your seed
Catch me in the trips
Over the stove, giving you tips
I'm fresh outta court, nigga, you hit
Four's on my wrist, it's business
Keeping 'em close
Like folding ya arms
Don't go against this
The worldwide brawlers, the legends of sevens
Yo, them the real shot callers
Who stay in the home always
Ballin' at 4 in the mornin'
Yo we all in, teach you how to score kin
My killers, all of us we all winning
Fresh designer shit, snatchin' papes
We on different scales, different weights
You just monkey nigga's, meet the apes
Strictly business, gorillas in 50 states
Murder you (Check your 30)
Murder you (Check your 30)
Murder you (Check your 30)
Bring the head, leave the body"
65,New Wu,2009,Only Built 4 Cuban Linx... Pt. II (2009),,Raekwon,"(Intro: Raekwon)
Uh-huh, what up son? Yeah
Maintaining, maintaining, you know?
You good, right? Everything proper, still, right?
Of course, come on, man, what's the matter wit you, man?
Ain't nothing, I just want us to be on
(Chorus: Method Man)
Tell a friend, it's that symbol again, that W
Coming through, bust a shot on your block, give me a suu
Get it right, all my chicks hold ya tits, let's get it in
All my niggas take a toke off this weed, let it begin
Here we go, yo, y'all already know what it do
Brand new, nigga, back from the slums, it be the Wu
Now throw ya W's up, back from the slums, it be the Wu
(Raekwon)
Love to dress a lad, get rocked, hundred bags, black doorags
Ski masks is on, g-wags
Don't try to take pictures, relax, still in the grass
You'll learn respect, burst when I ask
Rhyme master busy, wizzy on the subject
Love Deck, thug battle, drug vest, snub sets, iller than most
Night time toast, gorillas in boats, three votes
Villains is killa, gangstas flip notes
Hibernation yo, switch up, liver nation, fly information
Vivid vacation, deliberation moments
Move like '91 Romans, cloning everything
Gents only, the rent's on the stove, I'm in Rome
Maxed out, Amex style, my team gram bandits
Make a move and get blown off the planet, baby
Hold that cannon, just understand we got the whole shit
Padlocked down, my niggas won't have it
(Ghostface Killah)
Aiyo, jumping out of Benz wagons, my family live in the Hill
They call us Bin Ladins, laughing, turbaned up
Fuck around get murdered up, these streets is like radio beef
So watch how the kid turn it up
Bulletproof tuxes, knuckle gauge clobbering busters
Eighteen niggas, bringing the ruckus
Flame throwers on our backs and shoulders, the rusty joints still work
The trey eight'll blow one in your douljah
When it's mad heat I'm mad calm, walk around
Go collect, 36, over G bomb
My inner strength flowing, I mastered chi kung
Y'all Planet of the Apes, standing next to King Kong
Forensic files, ultraviolet hype, sky blue Bowels
Laying niggas like ceramic tile
I'm like Urlacher, beasting at the top of the pile
Kneeing niggas in the nuts, goddamn damn I'm foul
(Method Man)
We blow money, got game, hungry, we pop things
Look bummy, grams in my pocket, Chef cook for me
Blue Magic bundles, I'm dope, but on the humble
I'm a good dude, don't short change me, see that's a hood rule
Beer drinkin', Cuban Linking, new way of thinking
God me thinking meth, break the handcuffs, run out the precinct
This is hard body, hard knocks, if you pushing that hard rock
Then let these niggas know off top
We rock fitted, dropkick it, I lived it if not quit it
I pitched it, my pops sniffed it, need business, I'm not finished
I'm *sniff* too hot wit it, you bitching, the plot thicken
I'm shitting the glock, spitting, if nigga don't stop snitching
Just what the block missing, the two-seater wit the top missing
And two divas wit they tops missing
Now that's living to me, I'm what these kids is killing to be
But I don't want my children to be"
66,North Star (Jewels),1995,Only Built 4 Cuban Linx... (1995),,Raekwon,"Intro: Raekwon, talking to Poppa Wu
Ol Dirty Bastard singing in the background
You know God, I just been, youknowhatI'msayin?
Doin' my regular thing man
So I'ma get back up with you though baby
KnowhatI'msayin? You know you my nigga kid
I'ma always come through for you baby
Yo man, you gotta understand, this shit is real though man
All the time, word
Yo man, that's you man
Yo peace Rae, peace God!
(We've got the powers to resurrect the dead)
Whassup baby? God damn, look at you man
Damn God, I got a shit out you man
Man, I done watched you man, since you was a little crumbsnatcher
A little weed-hopper running around here man
Look at you baby, you look good
(We've got the powers to resurrect the dead)
Understand, I watched you go through a lot of trials and tribulations
But you know something, like I used to always tell you baby
A good listener's a good learner
(G-O-D's my reality)
I see you listened VERY well, understand?
(I'm elevating strong and I'm gonna go on to the highest degree)
Your time is coming baby
See sometime, it could be like, a rear view
YouknowhatI'msayin? And people don't know when their blessing comes
But I watch you grow, man you is a very intelligent man
Man, I watched you when I used to sit down and you would
Trick me out my money shootin dice, niggaz is you crazy?
Ha ha ha ha ha ha!
(G-O-D's my reality)
Crazy you crazy man
Yo Rae, you remember that shit man?
When we used to be down there in the hills and shit man?
(I'm elevating strong I'm gonna go on to the highest degree)
And you'd catch it, from Old Man Freed
He'd be yelling ""You little slick ass""
Ha ha ha ha
Talk to me baby, knowhatI'msayin?
Ha ha ha ha
I've been through all them things, man I'm watchin you growin'
But remember one thing Rae like I used to tell you
The child you was is making you the man you is today
And if you don't know where you came from baby
You DAMN sure know that you don't know where you going
Can you see what I'm saying?
Know which way you travelling
(We've got the powers to resurrect the dead)
You understand? And follow that destiny, follow the light
And it'll set you free
(Oh, G-O-D's my reality)
'Cause I've watched you baby
You my main man
Yeah
(We're elevating strong and we're going on to the highest degree)
Now that could be the Wu-Tang production
Start to knuckle up and, gun shots start to click the block's ducking
Could it be, and would it be, that we was babies
Catching rabies, niggaz seem to act crazy
Day one, in my spot July the 10th
I had a mint, stickin up Devines hittin them with nines
I was toxie, from layin up in Roxie's all night
This nigga bust a shot, lick my man's wife
It was havoc I contact the Abbot
He shook the shoulder though, then he passed the phat chrome automatic
We goin' to war, you know we headed to the floor
He woulda did it for me, fuck it, let's mosie
Schemin dough, with the P.L.O., wrapped on tight
Sayin' in my mic ""Yo we gotta go""
My first impression was to add some lessons
Question, one, what made you even show your gun and blow the session?
He replied and rocked the green eye
And yo, he started, yelling ""Them niggaz sellin two for fives!""
But he's a goner and I got my corner
What, I'm feeding my babies, Cash Rules for mortal daughters
Yeah, Rae baby
Feeding my babies, Cash Rules for mortal daughters
Only God is the son of man
(We've got the powers to ressurrect the dead)
I'll say it one time, and be ceratin that fake God does not exist
(Oh, G-O-D's my reality)
(I'm elevating strong we're gonna go on to the highest degree)
This is why the universe, has itself balanced the scale
Of devine knowledge, and it was measured by the portion
Of solid knowledge
No man, can judge for another
But each man must weigh all facts and circumstances
And find truth in his own judgement of righteousness
See, the way to evil, balance equality in no man
For no man is good and bad at the same time
Either you good, or you bad"
67,Once Upon a Time,2003,The Lex Diamond Story (2003),,Raekwon,"(Intro: Raekwon (Tekitha))
Chill, nigga, chill.
Get some rest, man, come on, man
Stop playin' wit' me, man
(Oh oh oh)
(Chorus: Tekitha)
Lately... I had a love that would ignite all the fire
The desire would leave, for you I'd admire
Lately... you seem all corrupt
I've had enough and you forced me to hide under covers
Drove me to arms of another
(Raekwon)
Broke the top of goose-down sheets, kissed her on the neck
Real love, hope this ain't the last time we meet
Felt like a King who had a Queen want him
I usually deserve hotels, this one's the gift, slick
On our eye-to-eye contact, body movement, all on the grind
A lady's starin' at me, all in my mind
Sayin', ""Boo, I gotta live with you, let's connect and be a bridge""
You stay three forths and I'ma wiz you
(Tekitha)
Months ago... you came to me
Told me... love me forever
See... time has passed... and lonely days
Have rid his head now... stormy weather
But out of the rain... came some delight
I ain't ashamed... I know that it's right
The way that I'm feelin'..
He touches me... in ways I like
Says things you won't... won't day or night
Givin' me healin... I'm leavin'
'Cause you wanted to know... that is the reason
(Tekitha)
The only set back in my state of grace
Is that... the love is real... for you and him
In different ways... and.
You're out in space... yes here on Earth it's fun to play
I wish you were present so my love wouldn't go astray
And he gives what I need.
Quenches my thirst when you say ""Girl, please""
That's a waste of my breath
It's funny to me... that you get upset
And I told you quite often
I'ma fill up the space... did ya think I was talkin'
Out the side of my neck...
You left me alone, what did you expect?
(Raekwon)
I'm dead in my sleep, she's standin' over the kid
I'm terrified, shorty was deep
I had my hand in her account plus livin' in a lab
Like a Count, I had to go six shorties was pink yo
She had the yolk on me that's when I went broke
We used to flip coke together, get boasted and float
We split real bread, we was large
We had our weddin' in the garage
And then she stopped reviewin' my bars
Hold up
(Tekitha)
Heeeeeey... yeah
Forever... oh bbbbaaaaaaabbbbbbbby
Oh yyyyyooooouuuuuu yyyyyyyyyyoooooooouuuuu
(Chorus to the fade)"
68,Own My Mind,2006,"The Da Vinci Code Vatican Mixtape, Volume 2 (2006)",,Raekwon,"(Intro: Raekwon)
It's like... real niggaz blow off a fucking head
Y'all niggaz don't know provides, this the real story
(Raekwon)
Six degrees all the way to the black Lee's, the mac squeeze
Catch you in the open, click-clack, pass the keys, homey
Moving through the town, we there, out of towners get the stare down
Clap you for your blue Nike air's
You a wild comrade, well I'm a wilder one
We've been pumping crack since nine, I run foul with a pile of sons
Moving through the city getting thousands
Digging them wallets, slide in to Olive Garden, wilding
Fourty cal's and eagles, buying teeth, gleamy on the set
Fly to Union Square, we legal, pussy niggaz jet
The old code better blow to the death, get ya niggaz out the yard
No behind bars, we buying niggaz jets
It's just a movement that came right out of a blueprint
Two bents, this is how real we gotta roll, think Cuban hit
This is how a general remains, always be a soldier, don't tell
When real niggaz die in reign, while we come blow shit now
Moving in them fly roses, it's all old to us, dick, rubbing our noses
I should of bought my momma a plane, matter fact
Two helicopters and a motherfucking chain that stay built
Your son is your man, let him do what he provides for you
Buy you some land, ride for you
Jet to the highest estate, cake out and just bling on it
(Outro: Raekwon)
Yeah, lord, that's what I'm talking bout family
Word up, we need like, forty more of them, lord
And we gon' just let you get in, youknowhatimsayin?
You know you that nigga, Daddy-O, youknowhatimean?
We just wanna hear more of that street shit, man
Just give me some more, lord, word up, man
I'm faithfull, go 'head, yo, yo, you know I get down for you
Cuban Linx Part 2..."
69,Pa-Blow Escablow,2003,The Lex Diamond Story (2003),,Raekwon,"(Chorus 2X: Raekwon)
Hug your right hand, jumped off the plane, kissed the white man
A steady act, curly hair, chubby, fly mustache nigga
Money was long, and plush hat, shit cost nine thousand
Picture me in the housing, serving much crack
Cat look at me, I'm real, lobbin' on the field
For real, I shot niggas shakin' their hands, I'm ill
Damn, one of them business man's
I just seen 'em murk a nigga, but he jerked him at the same time
(That's fam... (Polite: oh shit))
(Raekwon)
That's fam, one of those Columbians who got money
One of those niggas might try to get up on me
Yo, damn, I need to eat, and I'm a man
I'm a stand up, nigga, I'mma handle when I'm makin' my plan
Pop, I'll take two hundred bricks, hit me
One helicopter had the super bungalo with the van
All ill technology to watch if I ran, he only gave me
Woody gave sixty eight other black man's
(Interlude: Polite)
Now... if Pa-Blow would've kept it gangsta
None of this shit would've never happened
(Raekwon)
Now the DEA was on his ass
Slick Saucony's on, big homey takin' a blast or somethin'
Handsome big niggas around him
Surroundin' him with big glasses on, drinkin' on lances, fam
Most them niggas fastin'
'Cause when he fed niggas after that, pussy and grass
Had made backs, eight labs, his date was Miss Mass-
Achusetts, Cap eatin' fruit, tongue in his ass
You can't fuck with the cartel, you barked at it
Jabbed her and shot her in the back, I can't stand the bird
Word to furs, I need big wizes
He looked at me, ""Huh, exactly, Chef go after big bitches""
Frozen burner henchman, flash the great
Lookin' nine on me, rhinestones, no, them shits is dime stones
Hold a million dollar pound, bust something, don't trust nothin'
I'm in shock, starin' it down
(Interlude: Polite)
Now... here's where this shit gets crazy!
(Raekwon)
The killas increase, he fell, but
Maybe a little bit, the Mediene Cartel will fail
Diego his horse, with George Young
Yo, will argue over large sales, hittin' Cuba with lumps, yeah
Call them niggas drug barons, eighty billion workers sniff
Gettin' lift ownin' Miami yo
Flips got bigger, makin' more trails
Set it out of nowhere when coppin' a jail, I'm eatin' fresh veal
Pa-Blow, the largest nigga involved
The arsenal will have sixty three hundred murders
Livin' in apartments, wild he violated flight a Bianca
Took two hundred niggas down but two men houndin' him
The fuckin' cockroches posin' the on six million dollars sold
We're eatin' enchilada, goat cheese pasta
Yeah we're drippin' it with more salsa
And then they rushed in, found him on the roof dead in his boxers
But it wasn't him.
(Outro: Polite)
The story... oh shit... mothafucka!
Hahahahaha"
70,Penitentiary,2009,Only Built 4 Cuban Linx... Pt. II (2009),,Raekwon,"Come here, pussy, prosthetic hard ass nigga
Yo, where them Levi's that I left on ya bunk, nigga?
Don't stand on the side of this bunk no more, man, for real
You see them Rae and Ghost flicks over there, nigga?
Don't touch them shits, nigga
Word up, I'm a break both chains on ya ass, nigga
(Aiyo, Bundy, make sure you crack cell number five, fifteen minutes early)
{Bundy: Yeah, yo, I got you, you want some of these donuts?}
(Nah, I'm good, just make sure you handle my man right, one.)
We up at three mart, blowing, little dust to lift the branch up
The watch she had was Bulgari, golden, Spanish kid let him hold it
He said he hit him with three cartons of menthol, the kid let him roll with it
(The face had snow in it, the bass in his voice
Now he's acting like he ain't rich and po' in it)
Crock pots are steaming, Jasmine rice and Jack Mack
With cornflake batter, it's cold in here
10:45 we lock in, pull out the headphones, jump in the bunk
(The tunes is knocking) Knowing all my goons is clocking
Two C.O.'s is on the cat walk (Yo, Spoons, what's popping?)
Yo, it ain't nothing, baby, you cool?
Yeah, I'm getting that rest, you know that G.E.D. shit with the school?
(True, guess that's what it do
But on the low I got two big gem stars I'm sliding to you
Matter of fact they gon' hide in ya food
All you do is push the grits out the way, then you get up and move
Go to sleep, nigga, go 'head and rest, I'm a finish my count
I'm a set you out, later my dude, one)
Mop wringer magic, mess hall murder's the best
Come through the yard, getting fed lead burgers
Testing anything with bling
Fresh sneakers, we the best teachers
True, watch me move in the cling
Six A.M., the cells unlock
Horn the child, I'm half sleep, yo, hearing the pots
I see the same ice grills, bum niggaz talking to me
With coal in they eye, I can't finish my meal
(Under the grits, two pieces of steel)
Then Spoon had left, we got guns though, we trying to chill
Big Will walked in, him and Seville
(With blood in they eyes, early bird like they ready to kill)"
71,Pit Bull Fights,2003,The Lex Diamond Story (2003),,Raekwon,"(Story of Lex Diamond carried over from Intro)
(Raekwon)
Pit bull fights, niggaz is bustin' the lights
Undercovers gettin' killed for drugs - yo
Fiends is basin, runners is licensed to fight
Young gangstas chase sneakers and snubs - and yo
Elevator's broken, pissy stairwells and shells
Old men gossip with tales, you know?
Police burners with bodies on 'em, bury 'em
Worry for minutes then we fire them (blaow!)
I see firemen, ambulances, narcotic mansions
So melodic, rock chronic, pop tonic scramblin
See all these niggaz into gamblin - yo
Just give me square feet, uniquely I'm handlin niggaz
Done danced with niggaz, plus yo, threw niggaz in vans
Left him on trains, his veins got ham in 'em
Take a message, he ran, it was a quarter to four plan
He had me on the floor with my man
We both drugged out, scholars with grams
Tri-colored rocks, follow the hands, full sorrow in plans
Make one false move you blam
Eh yo take the globe right out of ya land
We broke out in Iran.
(Chorus: Polite)
Eh yo it's eight million stories in the city
Niggas actin' shifty, Ice Water back on the grizzly
Brand new handgun that hold about fifty
It's a new boss in town like Mauseberg Mickey
Eight million stories and six is from the hood
A real live hustler up to no good
They needed more yae-yo to ease they habit
They said we fell off, the streets don't believe you faggots!
(Raekwon)
Where all the wolves live, sub-machine guns and big beamers
Yo circle the crib, you see teamsters that try you again
Little niggas is blind, the nines fly out and slap a few men
That's mine, let up off 'em again
Take seventy more shots, the remedy, Wu through the fence
This bench God, lays in gents
Eh yo pop the head off right under the tents
This is more current events, pay attenti
The legend is here, as long as you know him he coffins ya men
What? Bulletproof pimps, big hammers, multiple flips
As long as it's bread, you know you was hit
Eh yo let that stack get rinsed
Play the back, sharp as a fuck, ownin' my own shit
Grown niggas get moments to vent
Give 'em the real Lex Diamond Story, welcome 'em in"
